"Country Code","Year","Population"
"LMY","1965",2519470647
"LSO","1965",933655
"LTE","1965",1192149720
"LTU","1965",2971450
"LUX","1965",331500
"LVA","1965",2265919
"MAC","1965",203231
"MAF","1965",4841
"MAR","1965",14229044
"MCO","1965",23282
"MDA","1965",2825000
"MDG","1965",5769218
"MDV","1965",102766
"MEA","1965",120973578
"MEX","1965",44623043
"MHL","1965",17284
"MIC","1965",2346540695
"MKD","1965",1592432
"MLI","1965",5568484
"MLT","1965",318800
"MMR","1965",23391145
"MNA","1965",111738154
"MNE","1965",526327
"MNG","1965",1107124
"MNP","1965",11105
"MOZ","1965",8203076
"MRT","1965",992367
"MUS","1965",753000
"MWI","1965",4058673
"MYS","1965",9526563
"NAC","1965",214031100
"NAM","1965",682551
"NCL","1965",90500
"NER","1965",3913934
"NGA","1965",50127214
"NIC","1965",2062630
"NLD","1965",12294732
"NOR","1965",3723168
"NPL","1965",10913724
"NRU","1965",5738
"NZL","1965",2628400
"OED","1965",844331730
"OMN","1965",625009
"OSS","1965",10086706
"PAK","1965",50845221
"PAN","1965",1314626
"PER","1965",11607681
"PHL","1965",30913933
"PLW","1965",10782
"PNG","1965",2236206
"POL","1965",31444950
"PRE","1965",212187233
"PRI","1965",2594000
"PRK","1965",12547525
"PRT","1965",8998595
"PRY","1965",2170859
"PSE","1965",NA
"PSS","1965",1015763
"PST","1965",802234753
"PYF","1965",93438
"QAT","1965",73633
"ROU","1965",19031576
"RUS","1965",126745000
"RWA","1965",3232934
"SAS","1965",636701820
"SAU","1965",4843635
"SDN","1965",8770097
"SEN","1965",3682876
"SGP","1965",1886900
"SLB","1965",136847
"SLE","1965",2473294
"SLV","1965",3197863
"SMR","1965",17441
"SOM","1965",3068437
"SRB","1965",NA
"SSA","1965",257821109
"SSD","1965",3263638
"SSF","1965",257868609
"SST","1965",15688246
"STP","1965",64796
"SUR","1965",331793
"SVK","1965",4370983
"SVN","1965",1649160
"SWE","1965",7733853
"SWZ","1965",391546
"SXM","1965",NA
"SYC","1965",47500
"SYR","1965",5373137
"TCA","1965",5672
"TCD","1965",3309573
"TEA","1965",962765445
"TEC","1965",332185772
"TGO","1965",1708630
"THA","1965",31822796
"TJK","1965",2487953
"TKM","1965",1892599
"TLA","1965",241525127
"TLS","1965",548218
"TMN","1965",111738154
"TON","1965",74362
"TSA","1965",636701820
"TSS","1965",257868609
"TTO","1965",912417
"TUN","1965",4545339
"TUR","1965",30972965
"TUV","1965",6815
"TZA","1965",11683528
"UGA","1965",8014401
"UKR","1965",45261935
"UMC","1965",1276487330
"URY","1965",2694537
"USA","1965",194303000
"UZB","1965",10143740
"VCT","1965",85970
"VEN","1965",9824692
"VGB","1965",8814
"VIR","1965",43500
"VNM","1965",37860012
"VUT","1965",74289
"WLD","1965",3324545317
"WSM","1965",127068
"XKX","1965",1078000
"YEM","1965",5643643
"ZAF","1965",19942303
"ZMB","1965",3563407
"ZWE","1965",4410212
"ABW","1966",57715
"AFG","1966",10152331
"AGO","1966",6309770
"ALB","1966",1914573
"AND","1966",19647
"ARB","1966",109230593
"ARE","1966",160481
"ARG","1966",22608748
"ARM","1966",2276031
"ASM","1966",24321
"ATG","1966",62059
"AUS","1966",11651000
"AUT","1966",7322066
"AZE","1966",4721525
"BDI","1966",3152723
"BEL","1966",9527807
"BEN","1966",2682159
"BFA","1966",5256363
"BGD","1966",57672990
"BGR","1966",8258057
"BHR","1966",191780
"BHS","1966",146366
"BIH","1966",3586634
"BLR","1966",8696496
"BLZ","1966",109347
"BMU","1966",51000
"BOL","1966",4152668
"BRA","1966",85837799
"BRB","1966",236044
"BRN","1966",107316
"BTN","1966",262244
"BWA","1966",614613
"CAF","1966",1682885
"CAN","1966",20048000
"CEB","1966",96148635
"CHE","1966",5918002
"CHI","1966",116227
"CHL","1966",8806137
"CHN","1966",735400000
"CIV","1966",4487204
"CMR","1966",5915123
"COD","1966",17861881
"COG","1966",1217391
"COL","1966",19721462
"COM","1966",211478
"CPV","1966",239770
"CRI","1966",1642186
"CSS","1966",4653919
"CUB","1966",8110430
"CUW","1966",136682
"CYM","1966",8441
"CYP","1966",585308
"CZE","1966",9821040
"DEU","1966",76600311
"DJI","1966",122866
"DMA","1966",66311
"DNK","1966",4797381
"DOM","1966",4001375
"DZA","1966",12980267
"EAP","1966",1002752094
"EAR","1966",1130587356
"EAS","1966",1165517897
"ECA","1966",304356201
"ECS","1966",713341112
"ECU","1966",5405685
"EGY","1966",31697616
"EMU","1966",280147494
"ERI","1966",1631147
"ESP","1966",32283194
"EST","1966",1308597
"ETH","1966",25641376
"EUU","1966",430868372
"FCS","1966",140486338
"FIN","1966",4580869
"FJI","1966",476324
"FRA","1966",50508717
"FRO","1966",37334
"FSM","1966",54199
"GAB","1966",542557
"GBR","1966",54648500
"GEO","1966",3966700
"GHA","1966",7890992
"GIB","1966",26612
"GIN","1966",3948869
"GMB","1966",408180
"GNB","1966",662463
"GNQ","1966",284868
"GRC","1966",8613651
"GRD","1966",94875
"GRL","1966",40500
"GTM","1966",5013153
"GUM","1966",76607
"GUY","1966",664521
"HIC","1966",813852130
"HKG","1966",3629900
"HND","1966",2414807
"HPC","1966",187976481
"HRV","1966",4313000
"HTI","1966",4357484
"HUN","1966",10178653
"IBD","1966",2159939615
"IBT","1966",2604231800
"IDA","1966",444292185
"IDB","1966",142884219
"IDN","1966",103067354
"IDX","1966",301407966
"IMN","1966",51049
"IND","1966",508161935
"INX","1966",NA
"IRL","1966",2888800
"IRN","1966",25624656
"IRQ","1966",8651164
"ISL","1966",195570
"ISR","1966",2629000
"ITA","1966",52519000
"JAM","1966",1780264
"JOR","1966",1265806
"JPN","1966",99790000
"KAZ","1966",11872939
"KEN","1966",9822499
"KGZ","1966",2655300
"KHM","1966",6584766
"KIR","1966",47459
"KNA","1966",48358
"KOR","1966",29435571
"KWT","1966",524856
"LAC","1966",243633320
"LAO","1966",2439196
"LBN","1966",2136636
"LBR","1966",1282814
"LBY","1966",1803683
"LCA","1966",97881
"LCN","1966",259468669
"LDC","1966",278419926
"LIC","1966",177159065
"LIE","1966",19153
"LKA","1966",11380683
"LMC","1966",1095374266
"LMY","1966",2580931526
"LSO","1966",952206
"LTE","1966",1221225432
"LTU","1966",3008050
"LUX","1966",333895
"LVA","1966",2283217
"MAC","1966",213196
"MAF","1966",4936
"MAR","1966",14593284
"MCO","1966",23305
"MDA","1966",2873000
"MDG","1966",5918595
"MDV","1966",105190
"MEA","1966",124374455
"MEX","1966",46011038
"MHL","1966",17842
"MIC","1966",2403772461
"MKD","1966",1617794
"MLI","1966",5635859
"MLT","1966",315200
"MMR","1966",23944178
"MNA","1966",114816087
"MNE","1966",526419
"MNG","1966",1139961
"MNP","1966",11435
"MOZ","1966",8381455
"MRT","1966",1021882
"MUS","1966",768813
"MWI","1966",4158124
"MYS","1966",9789982
"NAC","1966",216659000
"NAM","1966",700341
"NCL","1966",93500
"NER","1966",4027758
"NGA","1966",51217359
"NIC","1966",2125240
"NLD","1966",12456251
"NOR","1966",3753012
"NPL","1966",11109884
"NRU","1966",5936
"NZL","1966",2675900
"OED","1966",854364014
"OMN","1966",642003
"OSS","1966",10278079
"PAK","1966",52191095
"PAN","1966",1353804
"PER","1966",11941325
"PHL","1966",31867563
"PLW","1966",10946
"PNG","1966",2289109
"POL","1966",31681000
"PRE","1966",217522775
"PRI","1966",2624995
"PRK","1966",12864954
"PRT","1966",8930990
"PRY","1966",2229376
"PSE","1966",NA
"PSS","1966",1044550
"PST","1966",810477286
"PYF","1966",96732
"QAT","1966",79844
"ROU","1966",19215450
"RUS","1966",127468000
"RWA","1966",3319082
"SAS","1966",651036352
"SAU","1966",5015204
"SDN","1966",9047798
"SEN","1966",3789211
"SGP","1966",1934400
"SLB","1966",141026
"SLE","1966",2512652
"SLV","1966",3290411
"SMR","1966",17835
"SOM","1966",3143836
"SRB","1966",NA
"SSA","1966",264337472
"SSD","1966",3334191
"SSF","1966",264386171
"SST","1966",15976548
"STP","1966",66063
"SUR","1966",341133
"SVK","1966",4411666
"SVN","1966",1669905
"SWE","1966",7807797
"SWZ","1966",401183
"SXM","1966",NA
"SYC","1966",48699
"SYR","1966",5553246
"TCA","1966",5629
"TCD","1966",3372170
"TEA","1966",989873765
"TEC","1966",336037201
"TGO","1966",1774029
"THA","1966",32789096
"TJK","1966",2574478
"TKM","1966",1952141
"TLA","1966",248082224
"TLS","1966",558676
"TMN","1966",114816087
"TON","1966",76779
"TSA","1966",651036352
"TSS","1966",264386171
"TTO","1966",919903
"TUN","1966",4638275
"TUR","1966",31717477
"TUV","1966",6938
"TZA","1966",12038903
"UGA","1966",8292776
"UKR","1966",45682308
"UMC","1966",1308398195
"URY","1966",2722877
"USA","1966",196560000
"UZB","1966",10520879
"VCT","1966",86857
"VEN","1966",10175140
"VGB","1966",9007
"VIR","1966",46200
"VNM","1966",38959334
"VUT","1966",76413
"WLD","1966",3394783656
"WSM","1966",130688
"XKX","1966",1106000
"YEM","1966",5748588
"ZAF","1966",20486439
"ZMB","1966",3676189
"ZWE","1966",4553433
"ABW","1967",58055
"AFG","1967",10372630
"AGO","1967",6414995
"ALB","1967",1965598
"AND","1967",20758
"ARB","1967",112406932
"ARE","1967",170283
"ARG","1967",22932203
"ARM","1967",2339124
"ASM","1967",25116
"ATG","1967",63360
"AUS","1967",11799000
"AUT","1967",7376998
"AZE","1967",4843870
"BDI","1967",3234023
"BEL","1967",9580991
"BEN","1967",2735307
"BFA","1967",5343019
"BGD","1967",59620669
"BGR","1967",8310226
"BHR","1967",196063
"BHS","1967",152609
"BIH","1967",3632669
"BLR","1967",8785648
"BLZ","1967",112692
"BMU","1967",52000
"BOL","1967",4237125
"BRA","1967",88191378
"BRB","1967",236621
"BRN","1967",112494
"BTN","1967",270622
"BWA","1967",633154
"CAF","1967",1718603
"CAN","1967",20412000
"CEB","1967",97043587
"CHE","1967",5991785
"CHI","1967",117474
"CHL","1967",8997325
"CHN","1967",754550000
"CIV","1967",4656353
"CMR","1967",6058539
"COD","1967",18378214
"COG","1967",1251703
"COL","1967",20311371
"COM","1967",215897
"CPV","1967",248747
"CRI","1967",1694710
"CSS","1967",4718167
"CUB","1967",8263546
"CUW","1967",138140
"CYM","1967",8521
"CYP","1967",591308
"CZE","1967",9852899
"DEU","1967",76951336
"DJI","1967",131397
"DMA","1967",67686
"DNK","1967",4835354
"DOM","1967",4125109
"DZA","1967",13354197
"EAP","1967",1029286492
"EAR","1967",1158571169
"EAS","1967",1194424325
"ECA","1967",308039772
"ECS","1967",719879789
"ECU","1967",5566057
"EGY","1967",32534021
"EMU","1967",282114545
"ERI","1967",1674204
"ESP","1967",32682947
"EST","1967",1318946
"ETH","1967",26281208
"EUU","1967",434001556
"FCS","1967",144152478
"FIN","1967",4605744
"FJI","1967",487913
"FRA","1967",50915456
"FRO","1967",37768
"FSM","1967",56319
"GAB","1967",553823
"GBR","1967",54943600
"GEO","1967",4005800
"GHA","1967",8057444
"GIB","1967",27174
"GIN","1967",4023486
"GMB","1967",416339
"GNB","1967",673462
"GNQ","1967",293440
"GRC","1967",8684088
"GRD","1967",94961
"GRL","1967",41900
"GTM","1967",5160609
"GUM","1967",78404
"GUY","1967",675871
"HIC","1967",822239552
"HKG","1967",3722800
"HND","1967",2486414
"HPC","1967",192817243
"HRV","1967",4339000
"HTI","1967",4445530
"HUN","1967",10216604
"IBD","1967",2209648248
"IBT","1967",2665770489
"IDA","1967",456122241
"IDB","1967",146618832
"IDN","1967",105907403
"IDX","1967",309503409
"IMN","1967",52118
"IND","1967",518889779
"INX","1967",NA
"IRL","1967",2902450
"IRN","1967",26318119
"IRQ","1967",8947404
"ISL","1967",198751
"ISR","1967",2745000
"ITA","1967",52900500
"JAM","1967",1803064
"JOR","1967",1377465
"JPN","1967",100725000
"KAZ","1967",12120504
"KEN","1967",10154484
"KGZ","1967",2736500
"KHM","1967",6685321
"KIR","1967",48437
"KNA","1967",47380
"KOR","1967",30130983
"KWT","1967",579007
"LAC","1967",250203252
"LAO","1967",2496920
"LBN","1967",2174845
"LBR","1967",1313941
"LBY","1967",1878877
"LCA","1967",99527
"LCN","1967",266295880
"LDC","1967",285751541
"LIC","1967",181601570
"LIE","1967",19691
"LKA","1967",11657660
"LMC","1967",1121340587
"LMY","1967",2642449632
"LSO","1967",971512
"LTE","1967",1249470063
"LTU","1967",3044400
"LUX","1967",334995
"LVA","1967",2301220
"MAC","1967",223420
"MAF","1967",5033
"MAR","1967",14950803
"MCO","1967",23292
"MDA","1967",2918000
"MDG","1967",6073526
"MDV","1967",107538
"MEA","1967",127947266
"MEX","1967",47429812
"MHL","1967",18388
"MIC","1967",2460848062
"MKD","1967",1644943
"MLI","1967",5706199
"MLT","1967",311550
"MMR","1967",24524548
"MNA","1967",118004103
"MNE","1967",522796
"MNG","1967",1173191
"MNP","1967",11823
"MOZ","1967",8565674
"MRT","1967",1052286
"MUS","1967",783917
"MWI","1967",4262005
"MYS","1967",10046172
"NAC","1967",219176000
"NAM","1967",718685
"NCL","1967",96500
"NER","1967",4144395
"NGA","1967",52341834
"NIC","1967",2189882
"NLD","1967",12598201
"NOR","1967",3784539
"NPL","1967",11316826
"NRU","1967",6102
"NZL","1967",2724100
"OED","1967",863999086
"OMN","1967",660119
"OSS","1967",10473132
"PAK","1967",53590929
"PAN","1967",1393799
"PER","1967",12282082
"PHL","1967",32826599
"PLW","1967",11080
"PNG","1967",2344977
"POL","1967",31987155
"PRE","1967",223086567
"PRI","1967",2645674
"PRK","1967",13222694
"PRT","1967",8874520
"PRY","1967",2289582
"PSE","1967",NA
"PSS","1967",1072397
"PST","1967",818162391
"PYF","1967",100029
"QAT","1967",86295
"ROU","1967",19534242
"RUS","1967",128196000
"RWA","1967",3418317
"SAS","1967",665826653
"SAU","1967",5194846
"SDN","1967",9337657
"SEN","1967",3899237
"SGP","1967",1977600
"SLB","1967",145351
"SLE","1967",2553529
"SLV","1967",3383701
"SMR","1967",18229
"SOM","1967",3228495
"SRB","1967",NA
"SSA","1967",271089360
"SSD","1967",3407800
"SSF","1967",271139271
"SST","1967",16263696
"STP","1967",67873
"SUR","1967",350751
"SVK","1967",4449367
"SVN","1967",1689528
"SWE","1967",7867931
"SWZ","1967",411352
"SXM","1967",NA
"SYC","1967",49911
"SYR","1967",5740710
"TCA","1967",5590
"TCD","1967",3434811
"TEA","1967",1016049762
"TEC","1967",340026927
"TGO","1967",1855442
"THA","1967",33778504
"TJK","1967",2662230
"TKM","1967",2011763
"TLA","1967",254723773
"TLS","1967",569031
"TMN","1967",118004103
"TON","1967",79052
"TSA","1967",665826653
"TSS","1967",271139271
"TTO","1967",925909
"TUN","1967",4737627
"TUR","1967",32477961
"TUV","1967",7040
"TZA","1967",12406040
"UGA","1967",8580676
"UKR","1967",46060452
"UMC","1967",1339507475
"URY","1967",2750093
"USA","1967",198712000
"UZB","1967",10917446
"VCT","1967",87736
"VEN","1967",10528054
"VGB","1967",9218
"VIR","1967",49100
"VNM","1967",40074699
"VUT","1967",78522
"WLD","1967",3464689184
"WSM","1967",134193
"XKX","1967",1135000
"YEM","1967",5858638
"ZAF","1967",21045785
"ZMB","1967",3791887
"ZWE","1967",4700041
"ABW","1968",58386
"AFG","1968",10604346
"AGO","1968",6523791
"ALB","1968",2022272
"AND","1968",21890
"ARB","1968",115680165
"ARE","1968",183194
"ARG","1968",23261278
"ARM","1968",2401140
"ASM","1968",25885
"ATG","1968",64655
"AUS","1968",12009000
"AUT","1968",7415403
"AZE","1968",4960235
"BDI","1968",3316233
"BEL","1968",9618756
"BEN","1968",2791590
"BFA","1968",5434041
"BGD","1968",61579473
"BGR","1968",8369603
"BHR","1968",200653
"BHS","1968",158627
"BIH","1968",3675452
"BLR","1968",8874552
"BLZ","1968",116061
"BMU","1968",53000
"BOL","1968",4324064
"BRA","1968",90557064
"BRB","1968",237199
"BRN","1968",117950
"BTN","1968",279515
"BWA","1968",652843
"CAF","1968",1755344
"CAN","1968",20744000
"CEB","1968",97882394
"CHE","1968",6067714
"CHI","1968",118726
"CHL","1968",9188822
"CHN","1968",774510000
"CIV","1968",4834279
"CMR","1968",6208282
"COD","1968",18913203
"COG","1968",1287516
"COL","1968",20905059
"COM","1968",220575
"CPV","1968",257509
"CRI","1968",1746869
"CSS","1968",4779624
"CUB","1968",8413327
"CUW","1968",140298
"CYM","1968",8631
"CYP","1968",598493
"CZE","1968",9876346
"DEU","1968",77294314
"DJI","1968",140462
"DMA","1968",69040
"DNK","1968",4864883
"DOM","1968",4250025
"DZA","1968",13744387
"EAP","1968",1056791466
"EAR","1968",1187273756
"EAS","1968",1223721287
"ECA","1968",311636189
"ECS","1968",726161895
"ECU","1968",5730906
"EGY","1968",33377259
"EMU","1968",283966953
"ERI","1968",1718525
"ESP","1968",33113134
"EST","1968",1331214
"ETH","1968",26946079
"EUU","1968",436916059
"FCS","1968",147967143
"FIN","1968",4626469
"FJI","1968",498892
"FRA","1968",51276054
"FRO","1968",38200
"FSM","1968",58403
"GAB","1968",565873
"GBR","1968",55211700
"GEO","1968",4042300
"GHA","1968",8221020
"GIB","1968",27694
"GIN","1968",4097191
"GMB","1968",425510
"GNB","1968",685476
"GNQ","1968",301353
"GRC","1968",8740765
"GRD","1968",94868
"GRL","1968",43400
"GTM","1968",5311615
"GUM","1968",80217
"GUY","1968",686146
"HIC","1968",829646759
"HKG","1968",3802700
"HND","1968",2560727
"HPC","1968",197836081
"HRV","1968",4364000
"HTI","1968",4534234
"HUN","1968",10255815
"IBD","1968",2260717669
"IBT","1968",2729022482
"IDA","1968",468304813
"IDB","1968",150482659
"IDN","1968",108821564
"IDX","1968",317822154
"IMN","1968",53254
"IND","1968",529967317
"INX","1968",NA
"IRL","1968",2915550
"IRN","1968",27032943
"IRQ","1968",9260682
"ISL","1968",201488
"ISR","1968",2803000
"ITA","1968",53235750
"JAM","1968",1825633
"JOR","1968",1498309
"JPN","1968",101061000
"KAZ","1968",12341412
"KEN","1968",10502245
"KGZ","1968",2818300
"KHM","1968",6778723
"KIR","1968",49388
"KNA","1968",46402
"KOR","1968",30838302
"KWT","1968",634897
"LAC","1968",256861866
"LAO","1968",2556852
"LBN","1968",2210959
"LBR","1968",1346491
"LBY","1968",1958914
"LCA","1968",101179
"LCN","1968",273209036
"LDC","1968",293292818
"LIC","1968",186231925
"LIE","1968",20236
"LKA","1968",11937611
"LMC","1968",1147940213
"LMY","1968",2705708561
"LSO","1968",991491
"LTE","1968",1278513440
"LTU","1968",3078850
"LUX","1968",335850
"LVA","1968",2323619
"MAC","1968",233004
"MAF","1968",5161
"MAR","1968",15302947
"MCO","1968",23304
"MDA","1968",2960000
"MDG","1968",6234465
"MDV","1968",109959
"MEA","1968",131566224
"MEX","1968",48894019
"MHL","1968",18961
"MIC","1968",2519476636
"MKD","1968",1672399
"MLI","1968",5780835
"MLT","1968",307900
"MMR","1968",25128116
"MNA","1968",121276296
"MNE","1968",517481
"MNG","1968",1207104
"MNP","1968",12257
"MOZ","1968",8756481
"MRT","1968",1083583
"MUS","1968",798413
"MWI","1968",4370650
"MYS","1968",10297801
"NAC","1968",221503000
"NAM","1968",737886
"NCL","1968",99500
"NER","1968",4263745
"NGA","1968",53505978
"NIC","1968",2256782
"NLD","1968",12729721
"NOR","1968",3816486
"NPL","1968",11534264
"NRU","1968",6241
"NZL","1968",2748100
"OED","1968",872731745
"OMN","1968",679597
"OSS","1968",10676961
"PAK","1968",55042397
"PAN","1968",1434657
"PER","1968",12629329
"PHL","1968",33797042
"PLW","1968",11205
"PNG","1968",2403595
"POL","1968",32294655
"PRE","1968",228868113
"PRI","1968",2662064
"PRK","1968",13609982
"PRT","1968",8836650
"PRY","1968",2350901
"PSE","1968",NA
"PSS","1968",1099420
"PST","1968",824881275
"PYF","1968",103386
"QAT","1968",93201
"ROU","1968",19799831
"RUS","1968",128928000
"RWA","1968",3527263
"SAS","1968",681054882
"SAU","1968",5387486
"SDN","1968",9639840
"SEN","1968",4013539
"SGP","1968",2012000
"SLB","1968",149921
"SLE","1968",2596568
"SLV","1968",3477742
"SMR","1968",18589
"SOM","1968",3313786
"SRB","1968",NA
"SSA","1968",278087862
"SSD","1968",3484537
"SSF","1968",278138996
"SST","1968",16556005
"STP","1968",70046
"SUR","1968",359733
"SVK","1968",4483915
"SVN","1968",1704546
"SWE","1968",7912273
"SWZ","1968",422140
"SXM","1968",NA
"SYC","1968",51134
"SYR","1968",5935860
"TCA","1968",5559
"TCD","1968",3499352
"TEA","1968",1043166804
"TEC","1968",343930844
"TGO","1968",1945780
"THA","1968",34790945
"TJK","1968",2750894
"TKM","1968",2071789
"TLA","1968",261454660
"TLS","1968",579807
"TMN","1968",121276296
"TON","1968",81097
"TSA","1968",681054882
"TSS","1968",278138996
"TTO","1968",931468
"TUN","1968",4842167
"TUR","1968",33256432
"TUV","1968",7133
"TZA","1968",12787489
"UGA","1968",8872920
"UKR","1968",46409002
"UMC","1968",1371536423
"URY","1968",2774774
"USA","1968",200706000
"UZB","1968",11323095
"VCT","1968",88613
"VEN","1968",10881995
"VGB","1968",9424
"VIR","1968",55700
"VNM","1968",41195835
"VUT","1968",80673
"WLD","1968",3535355320
"WSM","1968",137506
"XKX","1968",1163000
"YEM","1968",5971407
"ZAF","1968",21622590
"ZMB","1968",3912085
"ZWE","1968",4851431
"ABW","1969",58726
"AFG","1969",10854428
"AGO","1969",6642632
"ALB","1969",2081695
"AND","1969",23058
"ARB","1969",119016542
"ARE","1969",203820
"ARG","1969",23605987
"ARM","1969",2462925
"ASM","1969",26614
"ATG","1969",65910
"AUS","1969",12263000
"AUT","1969",7441055
"AZE","1969",5071930
"BDI","1969",3391753
"BEL","1969",9646032
"BEN","1969",2850661
"BFA","1969",5528174
"BGD","1969",63417394
"BGR","1969",8434172
"BHR","1969",206043
"BHS","1969",164248
"BIH","1969",3717466
"BLR","1969",8960304
"BLZ","1969",119261
"BMU","1969",54000
"BOL","1969",4413590
"BRA","1969",92935072
